age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
65,Male,Education,1.7866309336993311,Instagram,67,8.899462906769958,3.347891866155635,3.359993157175228,6.0,,0.0,0,False,False,1,12,11.861648028652716,
40,Male,Unemployed,2.080004427440212,TikTok,52,7.57651184474379,6.70060241303011,5.592926082289852,2.0,5.724298472908497,1.4304927881576806,0,True,False,2,7,7.109421256233535,3.093954648799769
41,Male,Health,1.8347725036289368,Facebook,42,9.292599785646468,2.8382067081180855,2.0031797270187366,9.0,6.116456852678176,2.491361931340159,6,False,False,1,15,14.013819415371277,3.0307174377057073
54,Female,Health,2.1868430406463064,Telegram,62,7.431324079958786,5.987519146272072,5.224774967476676,9.0,7.2514539267681775,0.9894074840249028,7,False,True,6,2,6.735111775359962,5.238522462489569
52,Female,Unemployed,,Instagram,50,7.465868915285244,4.2058252954108335,3.54877172191759,2.0,,0.3144955348782249,0,False,False,4,7,5.295456083322075,2.8393837044990207
61,Other,Student,2.257144500540259,Instagram,53,5.105890240194007,3.4141422946002673,,10.0,6.263922800256144,1.5491908787000428,3,False,False,2,14,19.773458783137585,1.234003288939519
57,Female,Unemployed,3.306719991264497,Twitter,52,5.937353699930318,5.9590455060388035,5.606499656129134,7.0,6.859922947227143,0.011134132563658028,5,False,True,2,9,19.810526667158438,5.19762456183628
39,Female,Student,2.230478865106627,Facebook,59,6.074145288877683,7.528089884268284,7.626863106052769,3.0,4.662609587598981,0.7539483045282644,4,False,True,3,5,18.058488493206603,7.140546930423691
44,Male,Education,0.0,Instagram,61,7.682107253800357,6.638191691285206,5.76320918569452,,3.5956755458231315,1.4274131505273193,3,True,False,2,4,13.091464607082841,6.671074021511723
52,Female,Unemployed,3.436939034707289,Telegram,65,6.520777700350411,7.686109397537477,6.431692411502361,7.0,8.06308347327306,0.383135690923573,2,False,True,1,5,4.558983217535411,7.081483571114866
18,Male,Student,1.5675277171641024,Telegram,59,9.173010675346974,6.748900975405963,5.814330364370934,3.0,5.2375794693792495,2.073419641223681,0,False,False,1,2,8.81814757981424,6.164567402959433
52,Male,Finance,,TikTok,37,5.365337747938886,,2.983186285252444,1.0,7.536619272601289,0.0682965742619982,8,False,False,2,17,24.8667831806503,1.7857946284660704
54,Female,IT,6.3100827171183145,TikTok,57,7.651581561635205,2.2548638447075344,1.422237560378453,5.0,5.843348421056161,1.7348153134815312,3,True,False,2,28,10.266352042295804,
64,Male,Student,1.6774372887982154,Telegram,73,7.106429890240101,2.410748528354411,2.18993872349982,8.0,7.261828022106827,1.872207336321251,1,False,False,5,1,8.214721107944191,1.7689001142248224
31,Male,Unemployed,4.8104420607254355,Facebook,68,4.60249775700658,6.889626123869387,5.3741237289340305,9.0,5.193366177812313,2.431363152645952,1,True,False,3,3,6.309772613168659,6.014949100819827
20,Female,Health,2.1758304148194134,Facebook,69,7.473711932354806,8.338722684544216,7.678578536808284,5.0,5.477516598599383,0.8936171355798983,6,True,True,3,3,9.282617426836453,10.0
18,Male,Unemployed,2.3848821721060434,Telegram,63,9.980333403028837,,2.231709442671316,5.0,3.62366704844422,1.3488751079581662,10,False,False,1,26,6.217213078265764,2.107334082154361
22,Male,Finance,3.7556425394250956,Telegram,67,7.601481725245497,5.675480824527741,5.499692893555577,6.0,6.663800072728712,0.9014378663413563,7,False,False,2,27,12.992140418155783,5.533846801115787
43,Male,Health,0.0,TikTok,66,5.227980152383658,3.8187252359962707,,6.0,4.969381978027978,1.1508355943053117,3,False,False,2,16,3.4854240860470167,3.3335681283058634
31,Male,Student,0.0,Telegram,59,10.404774049481162,7.086715752307817,6.441898637271189,9.0,8.524292349400127,1.787396865694684,9,True,False,2,29,0.0,6.763981268021634
56,Male,Unemployed,3.114817468114112,TikTok,70,7.370401371479205,2.4845732741897386,2.5933450465124173,4.0,6.661793096788548,1.0578304847650526,6,False,False,3,26,12.714717359543808,1.964332485286805
44,Female,Student,0.0,TikTok,71,9.796561652072036,6.793894461711875,6.488676260245699,,3.2015852010662673,0.5394675639857547,8,True,False,3,24,22.69010140444793,6.0424645513926585
26,Male,Finance,5.170530868098768,TikTok,64,8.862140054899577,,6.91541957133127,3.0,6.489588552435293,0.011366791342074634,6,False,True,4,19,24.964893338211816,7.973963783494168
32,Female,Health,5.670088627888292,Twitter,56,8.161562220078359,4.124112452440258,3.504030600267476,5.0,,2.4809446877128005,6,False,False,0,6,12.498762437212742,3.864906555927091
32,Male,IT,3.707248529483193,Facebook,57,7.48556297953308,4.6886617769286225,3.8852121459579267,8.0,3.5221382912531016,1.3329478261222105,10,False,False,5,6,24.72610015212244,4.545609487115383
43,Female,IT,2.7385908731822877,Telegram,50,11.916939539559342,2.1744252827877255,1.298762392110877,6.0,5.782276381821521,1.3797132512113368,7,True,False,1,21,12.858483329994366,0.8874104531553868
59,Female,Finance,5.217943293714225,Twitter,57,8.609597657823581,6.831070050887856,5.318996524843325,3.0,5.7452589375726095,1.2870883658203103,9,False,False,4,9,3.5078162272578046,5.3599791620767006
30,Female,Unemployed,2.0703180640865613,TikTok,59,6.378463000909189,4.323241768626449,3.773079503724933,1.0,6.749314885731678,0.0,4,False,False,1,13,12.953571796962372,4.443717739033083
49,Female,Student,2.2460079943603235,Twitter,55,5.009853840230136,7.418185584893357,6.329151332240981,7.0,6.180387391562341,0.6432423716796525,8,False,False,1,15,11.744173821509294,4.942276284847657
